image_path centroid_x centroid_y angle
MIA_L0003/frame06003.bmp 57.9571 69.7519 21.7679
MIA_L0003/frame06004.bmp 58.3805 65.8010 -31.8234
MIA_L0003/frame06005.bmp 55.8206 66.7534 -48.2573
MIA_L0003/frame06006.bmp 54.8274 66.6076 -70.8959
MIA_L0003/frame06007.bmp 55.3007 67.4597 -69.1671
MIA_L0003/frame06008.bmp 57.2137 66.7033 -51.2646
MIA_L0003/frame06009.bmp 56.2659 68.2341 -69.1929
MIA_L0003/frame06010.bmp 55.8125 68.2847 -69.1675
MIA_L0003/frame06011.bmp 53.8549 68.3061 71.7890
MIA_L0003/frame06012.bmp 52.2668 66.7575 52.0675
MIA_L0003/frame06013.bmp 50.3559 67.6048 44.4791
MIA_L0003/frame06014.bmp 46.6577 68.0923 22.7022
MIA_L0003/frame06015.bmp 47.8367 68.7689 18.6387
MIA_L0003/frame06016.bmp 45.7761 67.9209 19.2035
MIA_L0003/frame06017.bmp 47.7336 68.3319 20.6695
MIA_L0003/frame06018.bmp 47.0131 67.7327 23.8700
MIA_L0003/frame06019.bmp 45.6396 67.9712 22.3667
MIA_L0003/frame06020.bmp 44.4035 67.0209 18.6835
MIA_L0003/frame06021.bmp 43.4788 66.9137 14.8875
MIA_L0003/frame06022.bmp 44.4981 67.8104 17.2834
MIA_L0003/frame06023.bmp 45.7589 67.8538 19.9077
MIA_L0003/frame06024.bmp 46.4781 69.6933 5.1001
MIA_L0003/frame06025.bmp 51.0417 73.8688 -79.7921
MIA_L0003/frame06026.bmp 54.8875 73.7431 62.2850
MIA_L0003/frame06027.bmp 57.1742 73.9527 52.1658
MIA_L0003/frame06028.bmp 56.0754 72.5100 53.2706
MIA_L0003/frame06029.bmp 56.4254 72.4187 54.8468
MIA_L0003/frame06030.bmp 58.8564 75.0088 53.5214
MIA_L0003/frame06031.bmp 55.2401 72.9405 58.9260
MIA_L0003/frame06032.bmp 56.3402 74.6615 54.2334
MIA_L0003/frame06033.bmp 55.8685 73.9130 48.6403
MIA_L0003/frame06034.bmp 18.6667 78.3333 45.0000
MIA_L0003/frame06035.bmp 58.7838 66.9670 -13.0140
MIA_L0003/frame06036.bmp 57.2031 66.1161 -42.0890
MIA_L0003/frame06037.bmp 56.6787 66.3346 -44.1635
MIA_L0003/frame06038.bmp 57.2714 66.2082 -47.1446
MIA_L0003/frame06039.bmp 55.7478 67.5022 -49.6032
MIA_L0003/frame06040.bmp 55.1760 67.1607 -68.4769
MIA_L0003/frame06041.bmp 57.9051 65.6338 -51.4271
MIA_L0003/frame06042.bmp 55.0746 66.5802 -81.8957
MIA_L0003/frame06043.bmp 52.4511 66.5144 61.6164
MIA_L0003/frame06044.bmp 49.8324 67.0328 39.6275
MIA_L0003/frame06045.bmp 45.2390 67.3828 19.8724
MIA_L0003/frame06046.bmp 47.8362 68.5600 16.3388
MIA_L0003/frame06047.bmp 48.1273 68.2053 19.2856
MIA_L0003/frame06048.bmp 47.8149 68.6085 15.2688
MIA_L0003/frame06049.bmp 49.2345 67.3761 26.2475
MIA_L0003/frame06050.bmp 46.0202 67.7963 16.0393
MIA_L0003/frame06051.bmp 45.9362 67.1257 19.3986
MIA_L0003/frame06052.bmp 45.7564 66.9927 21.5866
MIA_L0003/frame06053.bmp 46.3921 67.7406 19.1092
MIA_L0003/frame06054.bmp 44.7125 68.2308 11.4188
MIA_L0003/frame06055.bmp 47.8984 70.2402 -14.7758
MIA_L0003/frame06056.bmp 52.3829 73.3764 76.0810
MIA_L0003/frame06057.bmp 55.7889 74.7179 61.0704
MIA_L0003/frame06058.bmp 55.6164 72.7494 53.0787
MIA_L0003/frame06059.bmp 55.6508 72.4513 56.9856
MIA_L0003/frame06060.bmp 56.7484 73.2068 54.2383
MIA_L0003/frame06061.bmp 59.4454 76.0458 50.8797
MIA_L0003/frame06062.bmp 56.2880 73.8660 57.3094
MIA_L0003/frame06063.bmp 58.0699 75.9118 51.5430
MIA_L0003/frame06064.bmp 57.2917 71.8294 42.0193
MIA_L0003/frame06065.bmp 60.8580 68.8360 3.2064
MIA_L0003/frame06066.bmp 55.9568 67.8500 -13.3753
MIA_L0003/frame06067.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06068.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06069.bmp 55.9513 66.5275 -48.1715
MIA_L0003/frame06070.bmp 56.1129 66.6569 -45.7548
MIA_L0003/frame06071.bmp 55.1684 66.3553 -47.0781
MIA_L0003/frame06072.bmp 53.2000 65.7800 -71.0165
MIA_L0003/frame06073.bmp 50.1671 66.3671 63.5035
MIA_L0003/frame06074.bmp 49.6674 67.9587 43.0832
MIA_L0003/frame06075.bmp 44.2283 66.9764 22.7000
MIA_L0003/frame06076.bmp 47.1794 68.6411 16.1112
MIA_L0003/frame06077.bmp 47.0681 68.4883 17.2673
MIA_L0003/frame06078.bmp 47.5447 68.8039 21.5127
MIA_L0003/frame06079.bmp 45.9947 67.7827 17.1844
MIA_L0003/frame06080.bmp 46.7903 67.7545 20.2929
MIA_L0003/frame06081.bmp 45.5363 67.3912 17.6724
MIA_L0003/frame06082.bmp 45.2383 67.1865 19.1127
MIA_L0003/frame06083.bmp 44.8664 67.7469 16.8850
MIA_L0003/frame06084.bmp 45.6054 68.8752 19.1450
MIA_L0003/frame06085.bmp 47.9980 71.1252 2.4740
MIA_L0003/frame06086.bmp 52.6749 76.3039 86.3582
MIA_L0003/frame06087.bmp 56.4706 75.5110 54.7526
MIA_L0003/frame06088.bmp 56.9466 75.5836 50.6538
MIA_L0003/frame06089.bmp 55.5720 73.5486 51.6140
MIA_L0003/frame06090.bmp 57.9142 75.8350 50.2999
MIA_L0003/frame06091.bmp 55.3550 74.1622 55.1445
MIA_L0003/frame06092.bmp 55.6000 72.5802 49.1012
MIA_L0003/frame06093.bmp 56.6626 71.6033 47.6005
MIA_L0003/frame06094.bmp 60.9568 69.2512 17.1657
MIA_L0003/frame06095.bmp 59.3781 65.2514 -20.9576
MIA_L0003/frame06096.bmp 58.1451 65.6880 -37.8385
MIA_L0003/frame06097.bmp 58.2899 66.6304 -40.3455
MIA_L0003/frame06098.bmp 57.3951 66.8809 -54.4504
MIA_L0003/frame06099.bmp 57.9763 66.9325 -46.3747
MIA_L0003/frame06100.bmp 56.2388 67.9330 -60.3180
MIA_L0003/frame06101.bmp 56.0929 66.6601 -65.3253
MIA_L0003/frame06102.bmp 52.7131 67.6017 71.4799
MIA_L0003/frame06103.bmp 49.1759 67.0210 51.2685
MIA_L0003/frame06104.bmp 48.0444 68.0846 36.1069
MIA_L0003/frame06105.bmp 43.8016 68.0211 17.1934
MIA_L0003/frame06106.bmp 45.5510 68.8510 12.8398
MIA_L0003/frame06107.bmp 45.8824 68.5901 17.7483
MIA_L0003/frame06108.bmp 45.3670 68.1635 17.4189
MIA_L0003/frame06109.bmp 47.3138 68.5263 18.4600
MIA_L0003/frame06110.bmp 47.1880 67.7760 23.9885
MIA_L0003/frame06111.bmp 46.7884 67.7191 21.3201
MIA_L0003/frame06112.bmp 47.4261 68.2548 20.7453
MIA_L0003/frame06113.bmp 45.1087 68.5543 13.7257
MIA_L0003/frame06114.bmp 50.3541 71.0156 55.0443
MIA_L0003/frame06115.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06116.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06117.bmp 56.6600 75.1710 52.8679
MIA_L0003/frame06118.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06119.bmp 56.6853 74.6235 50.6679
MIA_L0003/frame06120.bmp 56.5595 76.0000 55.8174
MIA_L0003/frame06121.bmp 57.7452 76.4293 54.6431
MIA_L0003/frame06122.bmp 57.7264 73.5815 42.0928
MIA_L0003/frame06123.bmp 60.7471 69.2775 0.0459
MIA_L0003/frame06124.bmp 61.2112 65.0643 -36.7349
MIA_L0003/frame06125.bmp 59.1227 66.8889 -37.3535
MIA_L0003/frame06126.bmp 57.9967 68.0875 -53.0314
MIA_L0003/frame06127.bmp 58.9160 66.3031 -46.0466
MIA_L0003/frame06128.bmp 57.2168 67.1758 -51.2326
MIA_L0003/frame06129.bmp 57.7727 66.7780 -63.4473
MIA_L0003/frame06130.bmp 54.7657 65.1259 -84.3619
MIA_L0003/frame06131.bmp 51.1459 65.9884 62.2531
MIA_L0003/frame06132.bmp 46.8476 67.4716 34.3498
MIA_L0003/frame06133.bmp 45.2456 68.2231 19.2948
MIA_L0003/frame06134.bmp 45.8612 68.6567 17.1758
MIA_L0003/frame06135.bmp 48.1443 69.6495 25.4007
MIA_L0003/frame06136.bmp 50.2835 68.0971 39.9675
MIA_L0003/frame06137.bmp 46.5714 68.8320 15.0831
MIA_L0003/frame06138.bmp 44.4883 66.5084 18.0884
MIA_L0003/frame06139.bmp 46.7353 66.9849 26.9500
MIA_L0003/frame06140.bmp 43.4771 67.1954 14.6549
MIA_L0003/frame06141.bmp 47.5140 68.4360 26.9892
MIA_L0003/frame06142.bmp 50.2579 70.7217 -66.6277
MIA_L0003/frame06143.bmp 54.6964 77.1691 68.9609
MIA_L0003/frame06144.bmp 55.0606 73.4359 53.1722
MIA_L0003/frame06145.bmp 55.7704 73.4034 56.7920
MIA_L0003/frame06146.bmp 56.5111 74.5253 54.3325
MIA_L0003/frame06147.bmp 56.7724 75.0485 53.7526
MIA_L0003/frame06148.bmp 57.5422 75.9645 55.8439
MIA_L0003/frame06149.bmp 55.8087 72.4536 50.9109
MIA_L0003/frame06150.bmp 57.0039 70.9102 30.8938
MIA_L0003/frame06151.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06152.bmp 58.6053 66.6947 -40.7994
MIA_L0003/frame06153.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06154.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06155.bmp 56.0994 67.2857 -62.4638
MIA_L0003/frame06156.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06157.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06158.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06159.bmp 50.8546 68.5526 53.5032
MIA_L0003/frame06160.bmp 43.5947 67.4219 23.3652
MIA_L0003/frame06161.bmp 2.7000 79.7000 -45.0000
MIA_L0003/frame06162.bmp 46.8646 67.8592 23.0750
MIA_L0003/frame06163.bmp 44.9036 67.2737 15.9167
MIA_L0003/frame06164.bmp 46.4371 67.3129 19.9780
MIA_L0003/frame06165.bmp 44.8811 67.0847 14.7005
MIA_L0003/frame06166.bmp 45.7809 67.1791 19.8591
MIA_L0003/frame06167.bmp 45.3719 67.8330 18.4745
MIA_L0003/frame06168.bmp 47.7057 68.8967 20.9787
MIA_L0003/frame06169.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06170.bmp 55.5257 76.8956 63.4305
MIA_L0003/frame06171.bmp 56.0764 76.0354 51.1832
MIA_L0003/frame06172.bmp 55.9871 75.3026 53.6504
MIA_L0003/frame06173.bmp 54.8380 73.6573 54.5892
MIA_L0003/frame06174.bmp 56.1418 75.8895 56.1347
MIA_L0003/frame06175.bmp 55.9603 74.7113 53.1637
MIA_L0003/frame06176.bmp 57.9964 74.9369 44.9555
MIA_L0003/frame06177.bmp 59.4228 69.9643 11.6944
MIA_L0003/frame06178.bmp 62.3257 65.3190 -30.0301
MIA_L0003/frame06179.bmp 58.5896 66.4444 -42.7801
MIA_L0003/frame06180.bmp 59.2479 65.7022 -45.3208
MIA_L0003/frame06181.bmp 58.5876 65.5876 -48.6642
MIA_L0003/frame06182.bmp 55.6409 67.4475 -68.7771
MIA_L0003/frame06183.bmp 56.2540 64.2036 -64.0300
MIA_L0003/frame06184.bmp 52.1130 66.4925 76.1711
MIA_L0003/frame06185.bmp 35.0000 51.5000 -90.0000
MIA_L0003/frame06186.bmp 33.1250 60.4375 -82.1038
MIA_L0003/frame06187.bmp 45.4128 69.0846 17.6347
MIA_L0003/frame06188.bmp 44.5443 68.6754 16.4119
MIA_L0003/frame06189.bmp 46.4106 67.9124 20.6987
MIA_L0003/frame06190.bmp 45.8914 67.6532 21.0295
MIA_L0003/frame06191.bmp 46.5520 67.6984 22.3123
MIA_L0003/frame06192.bmp 48.3320 68.1549 24.2815
MIA_L0003/frame06193.bmp 45.4468 67.8023 18.2448
MIA_L0003/frame06194.bmp 49.5496 69.3595 15.1878
MIA_L0003/frame06195.bmp 51.7389 71.3263 52.2350
MIA_L0003/frame06196.bmp 56.0912 75.6691 57.8221
MIA_L0003/frame06197.bmp 56.8989 75.8881 55.5890
MIA_L0003/frame06198.bmp 57.1957 76.2917 51.9941
MIA_L0003/frame06199.bmp 56.5880 76.6376 53.1942
MIA_L0003/frame06200.bmp 56.3156 76.3276 53.5099
MIA_L0003/frame06201.bmp 55.4857 73.7342 50.0063
MIA_L0003/frame06202.bmp 56.7664 71.9551 36.6087
MIA_L0003/frame06203.bmp 60.6727 68.5105 -0.9726
MIA_L0003/frame06204.bmp 57.5254 65.7246 -51.6216
MIA_L0003/frame06205.bmp 56.8964 66.1982 -56.1082
MIA_L0003/frame06206.bmp 58.4425 66.1313 -47.1658
MIA_L0003/frame06207.bmp 57.8392 66.2245 -57.2108
MIA_L0003/frame06208.bmp 55.7258 65.3894 -65.8362
MIA_L0003/frame06209.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06210.bmp 50.7008 68.1332 68.5031
MIA_L0003/frame06211.bmp 23.5000 59.0000 -0.0000
MIA_L0003/frame06212.bmp 43.3718 68.2291 19.3340
MIA_L0003/frame06213.bmp 45.6707 69.3224 17.3535
MIA_L0003/frame06214.bmp 47.6041 68.8649 18.7798
MIA_L0003/frame06215.bmp 47.1768 68.4604 21.2274
MIA_L0003/frame06216.bmp 46.8612 67.6492 23.6967
MIA_L0003/frame06217.bmp 47.0888 67.5702 28.1286
MIA_L0003/frame06218.bmp 45.5218 68.2909 20.7451
MIA_L0003/frame06219.bmp 48.1184 69.8434 14.3507
MIA_L0003/frame06220.bmp 50.9011 72.4514 85.8753
MIA_L0003/frame06221.bmp 54.9578 73.4914 58.2804
MIA_L0003/frame06222.bmp 57.3934 74.2868 52.9948
MIA_L0003/frame06223.bmp 56.6552 74.8801 48.2544
MIA_L0003/frame06224.bmp 44.8462 43.2308 -82.3724
MIA_L0003/frame06225.bmp 56.6474 76.1082 54.7611
MIA_L0003/frame06226.bmp 55.6226 73.0755 49.3172
MIA_L0003/frame06227.bmp 57.4456 70.8787 31.3338
MIA_L0003/frame06228.bmp 57.4931 65.9448 -43.1021
MIA_L0003/frame06229.bmp 38.3333 57.6667 45.0000
MIA_L0003/frame06230.bmp 13.0000 69.0000 -0.0000
MIA_L0003/frame06231.bmp 57.8640 66.2080 -45.3960
MIA_L0003/frame06232.bmp 59.5415 64.5080 -44.7104
MIA_L0003/frame06233.bmp 56.5427 64.6689 -57.2607
MIA_L0003/frame06234.bmp 51.1746 67.5144 70.1317
MIA_L0003/frame06235.bmp 47.7830 67.3774 56.9680
MIA_L0003/frame06236.bmp 42.5898 68.7266 16.6301
MIA_L0003/frame06237.bmp 44.7281 68.9356 17.0518
MIA_L0003/frame06238.bmp 39.1749 66.9378 19.6005
MIA_L0003/frame06239.bmp 13.2500 64.1944 -14.5194
MIA_L0003/frame06240.bmp 46.8051 68.8137 20.5379
MIA_L0003/frame06241.bmp 47.2746 69.2314 15.7201
MIA_L0003/frame06242.bmp 46.7867 68.1917 19.6040
MIA_L0003/frame06243.bmp 47.3339 71.2735 9.5521
MIA_L0003/frame06244.bmp 52.3056 74.4043 76.2958
MIA_L0003/frame06245.bmp 32.8600 40.2400 68.9609
MIA_L0003/frame06246.bmp 5.0000 3.8000 -0.0000
MIA_L0003/frame06247.bmp 57.3200 75.3389 52.7136
MIA_L0003/frame06248.bmp 56.4362 75.0638 59.4540
MIA_L0003/frame06249.bmp 57.9188 75.7137 50.9269
MIA_L0003/frame06250.bmp 56.1975 72.3148 41.2658
MIA_L0003/frame06251.bmp 59.7492 69.6897 27.4700
MIA_L0003/frame06252.bmp 61.9209 64.1997 -26.8611
MIA_L0003/frame06253.bmp 60.1176 63.1438 -39.6352
MIA_L0003/frame06254.bmp 60.1727 62.7908 -41.4554
MIA_L0003/frame06255.bmp 57.8357 64.1721 -44.1503
MIA_L0003/frame06256.bmp 57.5074 64.6317 -55.7193
MIA_L0003/frame06257.bmp 54.3038 64.2962 -77.5212
MIA_L0003/frame06258.bmp 49.5628 65.6593 -84.5468
MIA_L0003/frame06259.bmp 43.1846 66.5843 27.7040
MIA_L0003/frame06260.bmp 43.3847 67.9564 20.3749
MIA_L0003/frame06261.bmp 42.1606 68.2590 16.3223
MIA_L0003/frame06262.bmp 45.2819 68.6986 17.5007
MIA_L0003/frame06263.bmp 46.4380 68.9098 18.5588
MIA_L0003/frame06264.bmp 45.4671 68.5865 17.1348
MIA_L0003/frame06265.bmp 45.8678 67.7965 15.6735
MIA_L0003/frame06266.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06267.bmp 50.5303 71.7591 -32.3518
MIA_L0003/frame06268.bmp 55.5146 75.7770 79.5194
MIA_L0003/frame06269.bmp 57.7768 75.4750 50.5918
MIA_L0003/frame06270.bmp 56.4472 73.8415 47.5412
MIA_L0003/frame06271.bmp 57.1835 75.7405 52.7368
MIA_L0003/frame06272.bmp 54.9009 73.5261 49.3793
MIA_L0003/frame06273.bmp 58.7246 73.4877 41.4351
MIA_L0003/frame06274.bmp 55.6652 68.7820 32.8634
MIA_L0003/frame06275.bmp 60.9015 63.7394 -28.5235
MIA_L0003/frame06276.bmp 59.8297 63.7266 -36.4343
MIA_L0003/frame06277.bmp 55.4860 65.0950 -52.7782
MIA_L0003/frame06278.bmp 57.4846 65.7350 -42.5235
MIA_L0003/frame06279.bmp 55.4954 65.0501 -61.8284
MIA_L0003/frame06280.bmp 51.9981 65.8168 69.7122
MIA_L0003/frame06281.bmp 47.3162 66.6523 37.0181
MIA_L0003/frame06282.bmp 42.7181 67.1008 22.8453
MIA_L0003/frame06283.bmp 42.6984 68.6344 10.0725
MIA_L0003/frame06284.bmp 45.7739 68.4297 17.2299
MIA_L0003/frame06285.bmp 44.2844 67.9009 15.9194
MIA_L0003/frame06286.bmp 44.4908 67.5165 17.0412
MIA_L0003/frame06287.bmp 45.6608 67.3489 18.2496
MIA_L0003/frame06288.bmp 44.9315 68.4777 9.7042
MIA_L0003/frame06289.bmp 51.1253 70.8372 -7.8864
MIA_L0003/frame06290.bmp 55.6576 77.0115 72.7780
MIA_L0003/frame06291.bmp 55.4141 71.8729 48.4026
MIA_L0003/frame06292.bmp 57.7454 76.3339 53.0588
MIA_L0003/frame06293.bmp 55.5974 73.8223 50.3329
MIA_L0003/frame06294.bmp 55.4715 73.8025 53.7700
MIA_L0003/frame06295.bmp 56.8063 72.7342 42.6564
MIA_L0003/frame06296.bmp 58.3401 68.4091 17.6322
MIA_L0003/frame06297.bmp 59.0358 64.1212 -33.2936
MIA_L0003/frame06298.bmp 58.7833 63.9520 -39.0094
MIA_L0003/frame06299.bmp 57.0926 64.5956 -39.6726
MIA_L0003/frame06300.bmp 56.9528 64.9962 -44.4909
MIA_L0003/frame06301.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06302.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06303.bmp 46.9541 67.6367 35.3457
MIA_L0003/frame06304.bmp 44.8238 68.4094 16.0675
MIA_L0003/frame06305.bmp 42.7330 68.7609 13.4154
MIA_L0003/frame06306.bmp 44.7849 68.1103 14.3181
MIA_L0003/frame06307.bmp 44.8494 68.5082 16.0663
MIA_L0003/frame06308.bmp 46.3514 68.8274 14.8296
MIA_L0003/frame06309.bmp 46.9979 69.3187 16.3256
MIA_L0003/frame06310.bmp 47.3089 72.2962 -14.0490
MIA_L0003/frame06311.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06312.bmp 56.8735 76.6085 47.8615
MIA_L0003/frame06313.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06314.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06315.bmp 56.5370 75.7236 48.5864
MIA_L0003/frame06316.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06317.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06318.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06319.bmp 59.1744 63.5484 -37.3223
MIA_L0003/frame06320.bmp 57.0938 65.7824 -44.4395
MIA_L0003/frame06321.bmp 15.0000 61.0000 -0.0000
MIA_L0003/frame06322.bmp 52.2558 66.4440 71.2160
MIA_L0003/frame06323.bmp 47.3372 65.9585 45.1393
MIA_L0003/frame06324.bmp 44.9963 67.7435 22.0253
MIA_L0003/frame06325.bmp 42.2375 67.9250 14.3152
MIA_L0003/frame06326.bmp 45.3840 68.4962 18.4534
MIA_L0003/frame06327.bmp 44.6814 68.5894 16.4698
MIA_L0003/frame06328.bmp 19.6429 47.7857 65.6424
MIA_L0003/frame06329.bmp 43.5208 68.2826 11.9687
MIA_L0003/frame06330.bmp 49.2823 71.3439 -35.4573
MIA_L0003/frame06331.bmp 52.8547 75.8520 76.6863
MIA_L0003/frame06332.bmp 57.5761 78.1256 54.2067
MIA_L0003/frame06333.bmp 57.5466 76.3280 52.4616
MIA_L0003/frame06334.bmp 57.2657 75.9502 50.3964
MIA_L0003/frame06335.bmp 55.4033 75.1085 53.5735
MIA_L0003/frame06336.bmp 56.6216 71.1863 32.4439
MIA_L0003/frame06337.bmp 57.5551 68.0329 1.3523
MIA_L0003/frame06338.bmp 58.1081 65.6144 -35.7053
MIA_L0003/frame06339.bmp 57.5128 65.7250 -42.4340
MIA_L0003/frame06340.bmp 55.7174 67.0018 -60.0729
MIA_L0003/frame06341.bmp 54.9458 66.4629 -80.6384
MIA_L0003/frame06342.bmp 50.3155 63.0204 -88.9276
MIA_L0003/frame06343.bmp 47.1023 67.9015 31.0552
MIA_L0003/frame06344.bmp 45.2143 68.7409 21.0246
MIA_L0003/frame06345.bmp 42.3051 67.5610 10.9314
MIA_L0003/frame06346.bmp 45.3145 68.6196 18.4684
MIA_L0003/frame06347.bmp 44.4905 68.4283 16.8229
MIA_L0003/frame06348.bmp 43.9500 69.4242 7.6961
MIA_L0003/frame06349.bmp 46.2826 70.4230 8.5345
MIA_L0003/frame06350.bmp 51.0392 76.4545 -86.2570
MIA_L0003/frame06351.bmp 57.3982 79.6672 62.9682
MIA_L0003/frame06352.bmp 57.5486 76.4089 53.4362
MIA_L0003/frame06353.bmp 55.4323 73.3908 54.2725
MIA_L0003/frame06354.bmp 58.2135 75.1236 47.5568
MIA_L0003/frame06355.bmp 59.3618 71.7655 27.3688
MIA_L0003/frame06356.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06357.bmp 58.5967 64.0590 -44.1866
MIA_L0003/frame06358.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06359.bmp 59.3664 64.0095 -47.1173
MIA_L0003/frame06360.bmp 54.2259 65.1352 -78.5711
MIA_L0003/frame06361.bmp 48.7147 65.4092 53.8838
MIA_L0003/frame06362.bmp 43.5404 67.6056 19.3314
MIA_L0003/frame06363.bmp 39.4561 67.8981 13.6109
MIA_L0003/frame06364.bmp 43.3072 67.6961 19.0944
MIA_L0003/frame06365.bmp 43.4836 67.7824 17.5113
MIA_L0003/frame06366.bmp 44.1723 68.5845 16.7558
MIA_L0003/frame06367.bmp 44.6533 69.5108 7.4920
MIA_L0003/frame06368.bmp 50.8569 73.9324 82.9244
MIA_L0003/frame06369.bmp 57.6245 79.9531 64.1459
MIA_L0003/frame06370.bmp 56.5704 74.5141 50.1611
MIA_L0003/frame06371.bmp 57.9784 76.0183 50.2151
MIA_L0003/frame06372.bmp 56.3462 73.2965 54.3461
MIA_L0003/frame06373.bmp 57.0762 70.1450 33.2635
MIA_L0003/frame06374.bmp 57.0299 66.5178 -36.4380
MIA_L0003/frame06375.bmp 59.3430 64.3833 -39.7648
MIA_L0003/frame06376.bmp 58.2116 65.1554 -47.4563
MIA_L0003/frame06377.bmp 54.7316 66.7482 -73.5147
MIA_L0003/frame06378.bmp 53.0746 66.5016 86.3000
MIA_L0003/frame06379.bmp 45.1566 65.1602 40.9583
MIA_L0003/frame06380.bmp 44.6474 69.1391 6.6873
MIA_L0003/frame06381.bmp 45.3168 69.5451 8.6654
MIA_L0003/frame06382.bmp 46.9146 69.2583 17.3282
MIA_L0003/frame06383.bmp 43.2147 68.2883 15.9731
MIA_L0003/frame06384.bmp 44.8505 69.3333 11.1664
MIA_L0003/frame06385.bmp 48.6633 73.2192 -68.7740
MIA_L0003/frame06386.bmp 54.5194 78.4653 78.8918
MIA_L0003/frame06387.bmp 56.4509 74.6982 53.3121
MIA_L0003/frame06388.bmp 57.4133 75.5357 53.7564
MIA_L0003/frame06389.bmp 57.3598 74.5051 51.9561
MIA_L0003/frame06390.bmp 58.9339 70.8085 16.7232
MIA_L0003/frame06391.bmp 59.1906 66.0375 -30.0241
MIA_L0003/frame06392.bmp 59.1651 64.8805 -42.3550
MIA_L0003/frame06393.bmp 57.0854 65.7780 -55.5064
MIA_L0003/frame06394.bmp 54.4135 68.2123 81.6987
MIA_L0003/frame06395.bmp 48.5029 66.9254 56.1464
MIA_L0003/frame06396.bmp 27.0000 59.0000 -0.0000
MIA_L0003/frame06397.bmp 49.1637 68.0982 26.7580
MIA_L0003/frame06398.bmp 44.9148 67.6422 16.5394
MIA_L0003/frame06399.bmp 49.4200 68.3006 38.6464
MIA_L0003/frame06400.bmp 46.2954 67.9645 19.8850
MIA_L0003/frame06401.bmp 48.2959 71.9177 -37.7390
MIA_L0003/frame06402.bmp 54.1412 79.5909 72.8108
MIA_L0003/frame06403.bmp 57.7668 78.4733 58.1968
MIA_L0003/frame06404.bmp 57.4408 75.4522 50.9699
MIA_L0003/frame06405.bmp 56.5207 73.7546 50.5393
MIA_L0003/frame06406.bmp 57.4293 67.7897 -9.5035
MIA_L0003/frame06407.bmp 58.1570 65.9116 -39.7396
MIA_L0003/frame06408.bmp 57.9383 64.3364 -43.3144
MIA_L0003/frame06409.bmp 55.6877 66.3794 -59.8882
MIA_L0003/frame06410.bmp 16.5000 120.6667 -0.0000
MIA_L0003/frame06411.bmp 46.2971 65.6353 39.7697
MIA_L0003/frame06412.bmp 46.0234 68.9866 15.3976
MIA_L0003/frame06413.bmp 44.5074 68.2054 13.9543
MIA_L0003/frame06414.bmp 43.4075 67.4618 16.1247
MIA_L0003/frame06415.bmp 45.7312 67.9740 13.5500
MIA_L0003/frame06416.bmp 48.1380 70.7746 -1.7815
MIA_L0003/frame06417.bmp 53.0348 78.3809 81.8879
MIA_L0003/frame06418.bmp 58.6554 79.5031 58.2016
MIA_L0003/frame06419.bmp 59.0777 76.7834 48.3886
MIA_L0003/frame06420.bmp 57.0234 73.0234 36.7847
MIA_L0003/frame06421.bmp 57.5710 68.8237 6.9127
MIA_L0003/frame06422.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06423.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06424.bmp 52.7536 66.5430 -77.9676
MIA_L0003/frame06425.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06426.bmp 43.9318 65.4698 37.3739
MIA_L0003/frame06427.bmp 42.5947 69.1549 16.9525
MIA_L0003/frame06428.bmp 43.4644 67.7293 17.0360
MIA_L0003/frame06429.bmp 47.6632 69.4577 9.0100
MIA_L0003/frame06430.bmp 47.0444 70.6175 -9.4625
MIA_L0003/frame06431.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06432.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06433.bmp 31.5000 124.0000 -0.0000
MIA_L0003/frame06434.bmp 58.1215 73.6742 41.0404
